,0,1
0,0.582608699798584,0.719565212726593
1,0.741304337978363,0.780434787273407
2,0.844021737575531,0.8891304135322571
3,0.89402174949646,0.908695638179779
4,0.9347826242446899,0.9434782862663269
5,0.9429348111152649,0.936956524848938
6,0.958152174949646,0.9521738886833191
7,0.9619565010070801,0.960869550704956
8,0.9728260636329651,0.947826087474823
9,0.967934787273407,0.949999988079071
10,0.977173924446106,0.9630434513092041
11,0.9858695864677429,0.9652174115180969
12,0.979891300201416,0.95652174949646
13,0.9836956262588501,0.9543478488922119
14,0.9836956262588501,0.9652174115180969
15,0.9934782385826111,0.945652186870575
16,0.9956521987915039,0.9521738886833191
17,0.9961956739425659,0.967391312122345
18,0.987500011920929,0.9630434513092041
19,0.9940217137336731,0.95652174949646
20,0.991847813129425,0.9521738886833191
21,0.9961956739425659,0.9543478488922119
22,0.998369574546814,0.958695650100708
23,0.998913049697876,0.960869550704956
24,1.0,0.95652174949646
25,1.0,0.9652174115180969
26,1.0,0.9630434513092041
27,1.0,0.9652174115180969
28,1.0,0.9630434513092041
29,1.0,0.9652174115180969
30,1.0,0.9630434513092041
31,1.0,0.9652174115180969
32,1.0,0.9630434513092041
33,1.0,0.9630434513092041
34,1.0,0.9652174115180969
35,1.0,0.9652174115180969
36,1.0,0.9652174115180969
37,1.0,0.9652174115180969
38,1.0,0.9630434513092041
39,1.0,0.9630434513092041
40,1.0,0.9630434513092041
41,1.0,0.9630434513092041
42,1.0,0.9630434513092041
43,1.0,0.9630434513092041
44,1.0,0.9630434513092041
45,1.0,0.9652174115180969
46,1.0,0.9652174115180969
47,1.0,0.9630434513092041
48,1.0,0.9630434513092041
49,1.0,0.9630434513092041
50,1.0,0.9652174115180969
51,1.0,0.9630434513092041
52,1.0,0.9630434513092041
53,1.0,0.9652174115180969
54,1.0,0.9652174115180969
55,1.0,0.9652174115180969
56,1.0,0.9630434513092041
57,1.0,0.9630434513092041
58,1.0,0.9630434513092041
59,1.0,0.9652174115180969
60,1.0,0.9652174115180969
61,1.0,0.9630434513092041
62,1.0,0.9630434513092041
63,1.0,0.9630434513092041
64,1.0,0.9630434513092041
65,1.0,0.9630434513092041
66,1.0,0.9630434513092041
67,1.0,0.9630434513092041
68,1.0,0.9630434513092041
69,1.0,0.9630434513092041
70,1.0,0.9630434513092041
71,1.0,0.9630434513092041
72,1.0,0.9630434513092041
73,1.0,0.9630434513092041
74,1.0,0.9652174115180969
75,1.0,0.9630434513092041
76,1.0,0.9630434513092041
77,1.0,0.9652174115180969
78,1.0,0.9630434513092041
79,1.0,0.9630434513092041
80,1.0,0.9630434513092041
81,1.0,0.9630434513092041
82,1.0,0.960869550704956
83,1.0,0.9630434513092041
84,1.0,0.958695650100708
85,1.0,0.960869550704956
86,1.0,0.9652174115180969
87,1.0,0.960869550704956
88,1.0,0.960869550704956
89,1.0,0.9652174115180969
90,1.0,0.9630434513092041
91,1.0,0.9630434513092041
92,1.0,0.9630434513092041
93,1.0,0.9630434513092041
94,1.0,0.9630434513092041
95,1.0,0.9630434513092041
96,1.0,0.9630434513092041
97,1.0,0.9630434513092041
98,1.0,0.958695650100708
99,1.0,0.9630434513092041
