,0,1
0,0.6396738886833191,0.615217387676239
1,0.800543487071991,0.8086956739425659
2,0.8902173638343811,0.8717391490936279
3,0.9315217137336731,0.9326087236404419
4,0.958695650100708,0.9434782862663269
5,0.9614130258560181,0.9326087236404419
6,0.9722825884819031,0.945652186870575
7,0.979891300201416,0.945652186870575
8,0.9836956262588501,0.945652186870575
9,0.9826086759567261,0.945652186870575
10,0.988043487071991,0.95652174949646
11,0.990760862827301,0.9521738886833191
12,0.988043487071991,0.95652174949646
13,0.9961956739425659,0.9543478488922119
14,0.997826099395752,0.9543478488922119
15,0.997826099395752,0.958695650100708
16,0.9972826242446899,0.9630434513092041
17,0.9864130616188049,0.958695650100708
18,0.9956521987915039,0.9630434513092041
19,0.998913049697876,0.9521738886833191
20,0.999456524848938,0.960869550704956
21,0.999456524848938,0.9630434513092041
22,1.0,0.9543478488922119
23,1.0,0.95652174949646
24,1.0,0.9543478488922119
25,1.0,0.9543478488922119
26,1.0,0.9521738886833191
27,1.0,0.9521738886833191
28,1.0,0.95652174949646
29,1.0,0.95652174949646
30,1.0,0.95652174949646
31,1.0,0.95652174949646
32,1.0,0.949999988079071
33,1.0,0.9543478488922119
34,1.0,0.9543478488922119
35,1.0,0.9521738886833191
36,1.0,0.9521738886833191
37,1.0,0.9521738886833191
38,1.0,0.9521738886833191
39,1.0,0.9521738886833191
40,1.0,0.9521738886833191
41,1.0,0.9521738886833191
42,1.0,0.9521738886833191
43,1.0,0.9521738886833191
44,1.0,0.9543478488922119
45,1.0,0.9521738886833191
46,1.0,0.9521738886833191
47,1.0,0.9521738886833191
48,1.0,0.9521738886833191
49,1.0,0.9521738886833191
50,1.0,0.9521738886833191
51,1.0,0.9521738886833191
52,1.0,0.9521738886833191
53,1.0,0.9521738886833191
54,1.0,0.9521738886833191
55,1.0,0.9521738886833191
56,1.0,0.9521738886833191
57,1.0,0.949999988079071
58,1.0,0.9543478488922119
59,1.0,0.9521738886833191
60,1.0,0.9521738886833191
61,1.0,0.9543478488922119
62,1.0,0.949999988079071
63,1.0,0.9543478488922119
64,1.0,0.949999988079071
65,1.0,0.949999988079071
66,1.0,0.949999988079071
67,1.0,0.949999988079071
68,1.0,0.949999988079071
69,1.0,0.949999988079071
70,1.0,0.949999988079071
71,1.0,0.9521738886833191
72,1.0,0.949999988079071
73,1.0,0.9521738886833191
74,1.0,0.9521738886833191
75,1.0,0.9521738886833191
76,1.0,0.9521738886833191
77,1.0,0.9521738886833191
78,1.0,0.949999988079071
79,1.0,0.9521738886833191
80,1.0,0.9521738886833191
81,1.0,0.9521738886833191
82,1.0,0.9521738886833191
83,1.0,0.9521738886833191
84,1.0,0.9521738886833191
85,1.0,0.949999988079071
86,1.0,0.949999988079071
87,1.0,0.9521738886833191
88,1.0,0.9521738886833191
89,1.0,0.949999988079071
90,1.0,0.9521738886833191
91,1.0,0.949999988079071
92,1.0,0.9521738886833191
93,1.0,0.9521738886833191
94,1.0,0.9521738886833191
95,1.0,0.9521738886833191
96,1.0,0.9521738886833191
97,1.0,0.9521738886833191
98,1.0,0.9521738886833191
99,1.0,0.9521738886833191
